data_i;cod_staz;cod_aggr;prec24;cl_prec24;prec01;prec06;cl_prec06;prec12;cl_prec12;ggneve;storm;ggstorm
2021-01-01 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-01-01T00:00:00');((24, 1), 0.0, '2021-01-01T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-01-01T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-01-02 00:00:00;6660;4;((24, 1), 0.8, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.8, '2021-01-02T12:00:00');((24, 1), 0.8, '2021-01-02T12:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.8, '2021-01-02T12:00:00');(2, 0, 0, 0, 0, 0);;;
2021-01-03 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-01-03T00:00:00');((24, 1), 0.0, '2021-01-03T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-01-03T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-01-04 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-01-04T00:00:00');((24, 1), 0.0, '2021-01-04T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-01-04T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-01-05 00:00:00;6660;4;((24, 1), 1.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.6, '2021-01-05T11:00:00');((24, 1), 0.6, '2021-01-05T06:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.6, '2021-01-05T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-01-06 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-01-06T00:00:00');((24, 1), 0.0, '2021-01-06T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-01-06T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-01-07 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-01-07T00:00:00');((24, 1), 0.0, '2021-01-07T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-01-07T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-01-08 00:00:00;6660;4;((24, 1), 1.4, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.4, '2021-01-08T10:00:00');((24, 1), 0.6, '2021-01-08T06:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 1.0, '2021-01-08T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-01-09 00:00:00;6660;4;((24, 1), 5.8, None, None);(23, 1, 0, 0, 0, 0);((24, 1), 1.2, '2021-01-09T13:00:00');((24, 1), 5.2, '2021-01-09T12:00:00');(3, 0, 1, 0, 0, 0);((24, 1), 5.6, '2021-01-09T12:00:00');(1, 0, 1, 0, 0, 0);;;
2021-01-10 00:00:00;6660;4;((24, 1), 8.4, None, None);(22, 2, 0, 0, 0, 0);((24, 1), 1.6, '2021-01-10T18:00:00');((24, 1), 3.4, '2021-01-10T12:00:00');(1, 3, 0, 0, 0, 0);((24, 1), 5.4, '2021-01-10T12:00:00');(0, 1, 1, 0, 0, 0);;;
2021-01-11 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-01-11T00:00:00');((24, 1), 0.0, '2021-01-11T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-01-11T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-01-12 00:00:00;6660;4;((24, 1), 0.4, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.2, '2021-01-12T00:00:00');((24, 1), 0.4, '2021-01-12T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.4, '2021-01-12T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-01-13 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-01-13T00:00:00');((24, 1), 0.0, '2021-01-13T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-01-13T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-01-14 00:00:00;6660;4;((24, 1), 3.0, None, None);(23, 1, 0, 0, 0, 0);((24, 1), 1.6, '2021-01-14T20:00:00');((24, 1), 3.0, '2021-01-14T18:00:00');(3, 1, 0, 0, 0, 0);((24, 1), 3.0, '2021-01-14T12:00:00');(1, 1, 0, 0, 0, 0);;;
2021-01-15 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-01-15T00:00:00');((24, 1), 0.0, '2021-01-15T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-01-15T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-01-16 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-01-16T00:00:00');((24, 1), 0.0, '2021-01-16T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-01-16T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-01-17 00:00:00;6660;4;((24, 1), 0.2, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.2, '2021-01-17T23:00:00');((24, 1), 0.2, '2021-01-17T18:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.2, '2021-01-17T12:00:00');(2, 0, 0, 0, 0, 0);;;
2021-01-18 00:00:00;6660;4;((24, 1), 1.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.6, '2021-01-18T00:00:00');((24, 1), 1.0, '2021-01-18T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 1.0, '2021-01-18T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-01-19 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-01-19T00:00:00');((24, 1), 0.0, '2021-01-19T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-01-19T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-01-20 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-01-20T00:00:00');((24, 1), 0.0, '2021-01-20T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-01-20T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-01-21 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-01-21T00:00:00');((24, 1), 0.0, '2021-01-21T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-01-21T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-01-22 00:00:00;6660;4;((24, 1), 2.0, None, None);(23, 1, 0, 0, 0, 0);((24, 1), 1.2, '2021-01-22T23:00:00');((24, 1), 2.0, '2021-01-22T18:00:00');(3, 1, 0, 0, 0, 0);((24, 1), 2.0, '2021-01-22T12:00:00');(1, 1, 0, 0, 0, 0);;;
2021-01-23 00:00:00;6660;4;((24, 1), 3.4, None, None);(22, 2, 0, 0, 0, 0);((24, 1), 1.8, '2021-01-23T00:00:00');((24, 1), 3.4, '2021-01-23T00:00:00');(3, 1, 0, 0, 0, 0);((24, 1), 3.4, '2021-01-23T00:00:00');(1, 1, 0, 0, 0, 0);;;
2021-01-24 00:00:00;6660;4;((24, 1), 4.4, None, None);(22, 2, 0, 0, 0, 0);((24, 1), 2.4, '2021-01-24T15:00:00');((24, 1), 4.4, '2021-01-24T12:00:00');(3, 1, 0, 0, 0, 0);((24, 1), 4.4, '2021-01-24T12:00:00');(1, 1, 0, 0, 0, 0);;;
2021-01-25 00:00:00;6660;4;((24, 1), 8.4, None, None);(21, 3, 0, 0, 0, 0);((24, 1), 4.6, '2021-01-25T13:00:00');((24, 1), 8.0, '2021-01-25T12:00:00');(3, 0, 1, 0, 0, 0);((24, 1), 8.0, '2021-01-25T12:00:00');(1, 0, 1, 0, 0, 0);;;
2021-01-26 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-01-26T00:00:00');((24, 1), 0.0, '2021-01-26T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-01-26T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-01-27 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-01-27T00:00:00');((24, 1), 0.0, '2021-01-27T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-01-27T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-01-28 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-01-28T00:00:00');((24, 1), 0.0, '2021-01-28T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-01-28T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-01-29 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-01-29T00:00:00');((24, 1), 0.0, '2021-01-29T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-01-29T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-01-30 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-01-30T00:00:00');((24, 1), 0.0, '2021-01-30T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-01-30T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-01-31 00:00:00;6660;4;((24, 1), 5.8, None, None);(22, 2, 0, 0, 0, 0);((24, 1), 2.2, '2021-01-31T04:00:00');((24, 1), 3.6, '2021-01-31T12:00:00');(2, 2, 0, 0, 0, 0);((24, 1), 3.6, '2021-01-31T12:00:00');(0, 2, 0, 0, 0, 0);;;
2021-02-01 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-02-01T00:00:00');((24, 1), 0.0, '2021-02-01T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-02-01T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-02-02 00:00:00;6660;4;((24, 1), 0.4, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.4, '2021-02-02T03:00:00');((24, 1), 0.4, '2021-02-02T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.4, '2021-02-02T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-02-03 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-02-03T00:00:00');((24, 1), 0.0, '2021-02-03T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-02-03T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-02-04 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-02-04T00:00:00');((24, 1), 0.0, '2021-02-04T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-02-04T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-02-05 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-02-05T00:00:00');((24, 1), 0.0, '2021-02-05T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-02-05T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-02-06 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-02-06T00:00:00');((24, 1), 0.0, '2021-02-06T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-02-06T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-02-07 00:00:00;6660;4;((24, 1), 0.2, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.2, '2021-02-07T17:00:00');((24, 1), 0.2, '2021-02-07T12:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.2, '2021-02-07T12:00:00');(2, 0, 0, 0, 0, 0);;;
2021-02-08 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-02-08T00:00:00');((24, 1), 0.0, '2021-02-08T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-02-08T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-02-09 00:00:00;6660;4;((24, 1), 0.2, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.2, '2021-02-09T05:00:00');((24, 1), 0.2, '2021-02-09T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.2, '2021-02-09T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-02-10 00:00:00;6660;4;((24, 1), 0.4, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.4, '2021-02-10T14:00:00');((24, 1), 0.4, '2021-02-10T12:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.4, '2021-02-10T12:00:00');(2, 0, 0, 0, 0, 0);;;
2021-02-11 00:00:00;6660;4;((24, 1), 5.0, None, None);(23, 1, 0, 0, 0, 0);((24, 1), 2.4, '2021-02-11T19:00:00');((24, 1), 5.0, '2021-02-11T18:00:00');(3, 1, 0, 0, 0, 0);((24, 1), 5.0, '2021-02-11T12:00:00');(1, 1, 0, 0, 0, 0);;;
2021-02-12 00:00:00;6660;4;((24, 1), 5.6, None, None);(21, 3, 0, 0, 0, 0);((24, 1), 1.4, '2021-02-12T23:00:00');((24, 1), 5.4, '2021-02-12T18:00:00');(3, 0, 1, 0, 0, 0);((24, 1), 5.4, '2021-02-12T12:00:00');(1, 0, 1, 0, 0, 0);;;
2021-02-13 00:00:00;6660;4;((24, 1), 19.2, None, None);(14, 10, 0, 0, 0, 0);((24, 1), 2.0, '2021-02-13T03:00:00');((24, 1), 10.0, '2021-02-13T00:00:00');(2, 0, 1, 1, 0, 0);((24, 1), 18.8, '2021-02-13T00:00:00');(1, 0, 0, 1, 0, 0);;;
2021-02-14 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-02-14T00:00:00');((24, 1), 0.0, '2021-02-14T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-02-14T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-02-15 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-02-15T00:00:00');((24, 1), 0.0, '2021-02-15T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-02-15T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-02-16 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-02-16T00:00:00');((24, 1), 0.0, '2021-02-16T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-02-16T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-02-17 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-02-17T00:00:00');((24, 1), 0.0, '2021-02-17T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-02-17T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-02-18 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-02-18T00:00:00');((24, 1), 0.0, '2021-02-18T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-02-18T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-02-19 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-02-19T00:00:00');((24, 1), 0.0, '2021-02-19T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-02-19T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-02-20 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-02-20T00:00:00');((24, 1), 0.0, '2021-02-20T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-02-20T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-02-21 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-02-21T00:00:00');((24, 1), 0.0, '2021-02-21T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-02-21T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-02-22 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-02-22T00:00:00');((24, 1), 0.0, '2021-02-22T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-02-22T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-02-23 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-02-23T00:00:00');((24, 1), 0.0, '2021-02-23T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-02-23T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-02-24 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-02-24T00:00:00');((24, 1), 0.0, '2021-02-24T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-02-24T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-02-25 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-02-25T00:00:00');((24, 1), 0.0, '2021-02-25T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-02-25T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-02-26 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-02-26T00:00:00');((24, 1), 0.0, '2021-02-26T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-02-26T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-02-27 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-02-27T00:00:00');((24, 1), 0.0, '2021-02-27T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-02-27T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-02-28 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-02-28T00:00:00');((24, 1), 0.0, '2021-02-28T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-02-28T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-03-01 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-03-01T00:00:00');((24, 1), 0.0, '2021-03-01T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-03-01T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-03-02 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-03-02T00:00:00');((24, 1), 0.0, '2021-03-02T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-03-02T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-03-03 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-03-03T00:00:00');((24, 1), 0.0, '2021-03-03T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-03-03T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-03-04 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-03-04T00:00:00');((24, 1), 0.0, '2021-03-04T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-03-04T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-03-05 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-03-05T00:00:00');((24, 1), 0.0, '2021-03-05T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-03-05T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-03-06 00:00:00;6660;4;((24, 1), 1.8, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.4, '2021-03-06T03:00:00');((24, 1), 1.0, '2021-03-06T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 1.8, '2021-03-06T00:00:00');(1, 1, 0, 0, 0, 0);;;
2021-03-07 00:00:00;6660;4;((24, 1), 0.6, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.4, '2021-03-07T22:00:00');((24, 1), 0.6, '2021-03-07T18:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.6, '2021-03-07T12:00:00');(2, 0, 0, 0, 0, 0);;;
2021-03-08 00:00:00;6660;4;((24, 1), 3.4, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.4, '2021-03-08T06:00:00');((24, 1), 2.2, '2021-03-08T18:00:00');(3, 1, 0, 0, 0, 0);((24, 1), 2.6, '2021-03-08T12:00:00');(1, 1, 0, 0, 0, 0);;;
2021-03-09 00:00:00;6660;4;((24, 1), 36.2, None, None);(9, 15, 0, 0, 0, 0);((24, 1), 4.2, '2021-03-09T18:00:00');((24, 1), 10.8, '2021-03-09T06:00:00');(0, 0, 3, 1, 0, 0);((24, 1), 20.0, '2021-03-09T00:00:00');(0, 0, 0, 2, 0, 0);;;
2021-03-10 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-03-10T00:00:00');((24, 1), 0.0, '2021-03-10T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-03-10T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-03-11 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-03-11T00:00:00');((24, 1), 0.0, '2021-03-11T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-03-11T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-03-12 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-03-12T00:00:00');((24, 1), 0.0, '2021-03-12T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-03-12T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-03-13 00:00:00;6660;4;((24, 1), 1.6, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.8, '2021-03-13T01:00:00');((24, 1), 1.6, '2021-03-13T00:00:00');(3, 1, 0, 0, 0, 0);((24, 1), 1.6, '2021-03-13T00:00:00');(1, 1, 0, 0, 0, 0);;;
