data_i;cod_staz;cod_aggr;prec24;cl_prec24;prec01;prec06;cl_prec06;prec12;cl_prec12;ggneve;storm;ggstorm
2021-03-14 00:00:00;6660;4;((24, 1), 0.6, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.6, '2021-03-14T18:00:00');((24, 1), 0.6, '2021-03-14T18:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.6, '2021-03-14T12:00:00');(2, 0, 0, 0, 0, 0);;;
2021-03-15 00:00:00;6660;4;((24, 1), 0.6, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.4, '2021-03-15T01:00:00');((24, 1), 0.6, '2021-03-15T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.6, '2021-03-15T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-03-16 00:00:00;6660;4;((24, 1), 0.2, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.2, '2021-03-16T12:00:00');((24, 1), 0.2, '2021-03-16T12:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.2, '2021-03-16T12:00:00');(2, 0, 0, 0, 0, 0);;;
2021-03-17 00:00:00;6660;4;((24, 1), 2.6, None, None);(22, 2, 0, 0, 0, 0);((24, 1), 1.4, '2021-03-17T14:00:00');((24, 1), 2.6, '2021-03-17T12:00:00');(3, 1, 0, 0, 0, 0);((24, 1), 2.6, '2021-03-17T12:00:00');(1, 1, 0, 0, 0, 0);;;
2021-03-18 00:00:00;6660;4;((24, 1), 2.8, None, None);(23, 1, 0, 0, 0, 0);((24, 1), 1.2, '2021-03-18T14:00:00');((24, 1), 2.8, '2021-03-18T12:00:00');(3, 1, 0, 0, 0, 0);((24, 1), 2.8, '2021-03-18T12:00:00');(1, 1, 0, 0, 0, 0);;;
2021-03-19 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-03-19T00:00:00');((24, 1), 0.0, '2021-03-19T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-03-19T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-03-20 00:00:00;6660;4;((24, 1), 0.6, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.4, '2021-03-20T22:00:00');((24, 1), 0.6, '2021-03-20T18:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.6, '2021-03-20T12:00:00');(2, 0, 0, 0, 0, 0);;;
2021-03-21 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-03-21T00:00:00');((24, 1), 0.0, '2021-03-21T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-03-21T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-03-22 00:00:00;6660;4;((24, 1), 0.8, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.8, '2021-03-22T14:00:00');((24, 1), 0.8, '2021-03-22T12:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.8, '2021-03-22T12:00:00');(2, 0, 0, 0, 0, 0);;;
2021-03-23 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-03-23T00:00:00');((24, 1), 0.0, '2021-03-23T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-03-23T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-03-24 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-03-24T00:00:00');((24, 1), 0.0, '2021-03-24T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-03-24T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-03-25 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-03-25T00:00:00');((24, 1), 0.0, '2021-03-25T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-03-25T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-03-26 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-03-26T00:00:00');((24, 1), 0.0, '2021-03-26T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-03-26T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-03-27 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-03-27T00:00:00');((24, 1), 0.0, '2021-03-27T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-03-27T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-03-28 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-03-28T00:00:00');((24, 1), 0.0, '2021-03-28T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-03-28T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-03-29 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-03-29T00:00:00');((24, 1), 0.0, '2021-03-29T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-03-29T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-03-30 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-03-30T00:00:00');((24, 1), 0.0, '2021-03-30T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-03-30T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-03-31 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-03-31T00:00:00');((24, 1), 0.0, '2021-03-31T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-03-31T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-04-01 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-04-01T00:00:00');((24, 1), 0.0, '2021-04-01T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-04-01T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-04-02 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-04-02T00:00:00');((24, 1), 0.0, '2021-04-02T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-04-02T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-04-03 00:00:00;6660;4;((24, 1), 6.6, None, None);(21, 3, 0, 0, 0, 0);((24, 1), 3.0, '2021-04-03T14:00:00');((24, 1), 6.6, '2021-04-03T12:00:00');(3, 0, 1, 0, 0, 0);((24, 1), 6.6, '2021-04-03T12:00:00');(1, 0, 1, 0, 0, 0);;;
2021-04-04 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-04-04T00:00:00');((24, 1), 0.0, '2021-04-04T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-04-04T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-04-05 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-04-05T00:00:00');((24, 1), 0.0, '2021-04-05T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-04-05T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-04-06 00:00:00;6660;4;((24, 1), 9.2, None, None);(21, 3, 0, 0, 0, 0);((24, 1), 3.0, '2021-04-06T16:00:00');((24, 1), 7.4, '2021-04-06T12:00:00');(2, 1, 1, 0, 0, 0);((24, 1), 9.2, '2021-04-06T12:00:00');(1, 0, 1, 0, 0, 0);;;
2021-04-07 00:00:00;6660;4;((24, 1), 0.2, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.2, '2021-04-07T00:00:00');((24, 1), 0.2, '2021-04-07T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.2, '2021-04-07T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-04-08 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-04-08T00:00:00');((24, 1), 0.0, '2021-04-08T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-04-08T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-04-09 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-04-09T00:00:00');((24, 1), 0.0, '2021-04-09T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-04-09T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-04-10 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-04-10T00:00:00');((24, 1), 0.0, '2021-04-10T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-04-10T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-04-11 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-04-11T00:00:00');((24, 1), 0.0, '2021-04-11T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-04-11T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-04-12 00:00:00;6660;4;((24, 1), 0.6, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.4, '2021-04-12T23:00:00');((24, 1), 0.6, '2021-04-12T18:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.6, '2021-04-12T12:00:00');(2, 0, 0, 0, 0, 0);;;
2021-04-13 00:00:00;6660;4;((24, 1), 5.2, None, None);(23, 1, 0, 0, 0, 0);((24, 1), 1.4, '2021-04-13T17:00:00');((24, 1), 2.2, '2021-04-13T12:00:00');(2, 2, 0, 0, 0, 0);((24, 1), 2.8, '2021-04-13T12:00:00');(0, 2, 0, 0, 0, 0);;;
2021-04-14 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-04-14T00:00:00');((24, 1), 0.0, '2021-04-14T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-04-14T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-04-15 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-04-15T00:00:00');((24, 1), 0.0, '2021-04-15T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-04-15T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-04-16 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-04-16T00:00:00');((24, 1), 0.0, '2021-04-16T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-04-16T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-04-17 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-04-17T00:00:00');((24, 1), 0.0, '2021-04-17T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-04-17T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-04-18 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-04-18T00:00:00');((24, 1), 0.0, '2021-04-18T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-04-18T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-04-19 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-04-19T00:00:00');((24, 1), 0.0, '2021-04-19T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-04-19T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-04-20 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-04-20T00:00:00');((24, 1), 0.0, '2021-04-20T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-04-20T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-04-21 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-04-21T00:00:00');((24, 1), 0.0, '2021-04-21T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-04-21T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-04-22 00:00:00;6660;4;((24, 1), 0.6, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.4, '2021-04-22T08:00:00');((24, 1), 0.6, '2021-04-22T06:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.6, '2021-04-22T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-04-23 00:00:00;6660;4;((24, 1), 3.8, None, None);(23, 1, 0, 0, 0, 0);((24, 1), 3.0, '2021-04-23T04:00:00');((24, 1), 3.6, '2021-04-23T00:00:00');(3, 1, 0, 0, 0, 0);((24, 1), 3.8, '2021-04-23T00:00:00');(1, 1, 0, 0, 0, 0);;;
2021-04-24 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-04-24T00:00:00');((24, 1), 0.0, '2021-04-24T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-04-24T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-04-25 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-04-25T00:00:00');((24, 1), 0.0, '2021-04-25T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-04-25T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-04-26 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-04-26T00:00:00');((24, 1), 0.0, '2021-04-26T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-04-26T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-04-27 00:00:00;6660;4;((24, 1), 1.2, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 1.0, '2021-04-27T23:00:00');((24, 1), 1.2, '2021-04-27T18:00:00');(3, 1, 0, 0, 0, 0);((24, 1), 1.2, '2021-04-27T12:00:00');(1, 1, 0, 0, 0, 0);;;
2021-04-28 00:00:00;6660;4;((24, 1), 4.8, None, None);(23, 1, 0, 0, 0, 0);((24, 1), 1.8, '2021-04-28T13:00:00');((24, 1), 2.8, '2021-04-28T12:00:00');(2, 2, 0, 0, 0, 0);((24, 1), 2.8, '2021-04-28T12:00:00');(0, 2, 0, 0, 0, 0);;;
2021-04-29 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-04-29T00:00:00');((24, 1), 0.0, '2021-04-29T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-04-29T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-04-30 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-04-30T00:00:00');((24, 1), 0.0, '2021-04-30T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-04-30T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-05-01 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-05-01T00:00:00');((24, 1), 0.0, '2021-05-01T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-05-01T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-05-02 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-05-02T00:00:00');((24, 1), 0.0, '2021-05-02T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-05-02T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-05-03 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-05-03T00:00:00');((24, 1), 0.0, '2021-05-03T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-05-03T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-05-04 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-05-04T00:00:00');((24, 1), 0.0, '2021-05-04T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-05-04T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-05-05 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-05-05T00:00:00');((24, 1), 0.0, '2021-05-05T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-05-05T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-05-06 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-05-06T00:00:00');((24, 1), 0.0, '2021-05-06T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-05-06T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-05-07 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-05-07T00:00:00');((24, 1), 0.0, '2021-05-07T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-05-07T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-05-08 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-05-08T00:00:00');((24, 1), 0.0, '2021-05-08T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-05-08T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-05-09 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-05-09T00:00:00');((24, 1), 0.0, '2021-05-09T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-05-09T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-05-10 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-05-10T00:00:00');((24, 1), 0.0, '2021-05-10T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-05-10T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-05-11 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-05-11T00:00:00');((24, 1), 0.0, '2021-05-11T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-05-11T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-05-12 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-05-12T00:00:00');((24, 1), 0.0, '2021-05-12T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-05-12T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-05-13 00:00:00;6660;4;((24, 1), 0.4, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.2, '2021-05-13T15:00:00');((24, 1), 0.4, '2021-05-13T12:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.4, '2021-05-13T12:00:00');(2, 0, 0, 0, 0, 0);;;
2021-05-14 00:00:00;6660;4;((24, 1), 1.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 1.0, '2021-05-14T17:00:00');((24, 1), 1.0, '2021-05-14T12:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 1.0, '2021-05-14T12:00:00');(2, 0, 0, 0, 0, 0);;;
2021-05-15 00:00:00;6660;4;((24, 1), 0.2, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.2, '2021-05-15T06:00:00');((24, 1), 0.2, '2021-05-15T06:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.2, '2021-05-15T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-05-16 00:00:00;6660;4;((24, 1), 7.2, None, None);(22, 2, 0, 0, 0, 0);((24, 1), 2.8, '2021-05-16T14:00:00');((24, 1), 6.2, '2021-05-16T12:00:00');(3, 0, 1, 0, 0, 0);((24, 1), 6.2, '2021-05-16T12:00:00');(1, 0, 1, 0, 0, 0);;;
2021-05-17 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-05-17T00:00:00');((24, 1), 0.0, '2021-05-17T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-05-17T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-05-18 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-05-18T00:00:00');((24, 1), 0.0, '2021-05-18T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-05-18T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-05-19 00:00:00;6660;4;((24, 1), 4.0, None, None);(22, 2, 0, 0, 0, 0);((24, 1), 2.2, '2021-05-19T13:00:00');((24, 1), 3.6, '2021-05-19T12:00:00');(3, 1, 0, 0, 0, 0);((24, 1), 3.6, '2021-05-19T12:00:00');(1, 1, 0, 0, 0, 0);;;
2021-05-20 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-05-20T00:00:00');((24, 1), 0.0, '2021-05-20T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-05-20T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-05-21 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-05-21T00:00:00');((24, 1), 0.0, '2021-05-21T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-05-21T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-05-22 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-05-22T00:00:00');((24, 1), 0.0, '2021-05-22T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-05-22T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-05-23 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-05-23T00:00:00');((24, 1), 0.0, '2021-05-23T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-05-23T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-05-24 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-05-24T00:00:00');((24, 1), 0.0, '2021-05-24T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-05-24T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-05-25 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-05-25T00:00:00');((24, 1), 0.0, '2021-05-25T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-05-25T00:00:00');(2, 0, 0, 0, 0, 0);;;
