data_i;cod_staz;cod_aggr;tmxgg;cl_tmxgg;tmngg;cl_tmngg;tmdgg;tmdgg1;deltagg;day_gelo;cl_tist;t00;t01;t02;t03;t04;t05;t06;t07;t08;t09;t10;t11;t12;t13;t14;t15;t16;t17;t18;t19;t20;t21;t22;t23
2021-07-02 00:00:00;6660;4;((24, 1), 30.4, 3.9, 25.8, '2021-07-02T13:00:00');;((24, 1), 18.5, 4.0, 24.4, '2021-07-02T00:00:00');;((24, 1), 25.1, 4.0);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-03 00:00:00;6660;4;((24, 1), 31.0, 4.2, 26.2, '2021-07-03T13:00:00');;((24, 1), 19.5, 4.2, 25.0, '2021-07-03T04:00:00');;((24, 1), 25.6, 4.2);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-04 00:00:00;6660;4;((24, 1), 31.2, 4.2, 26.4, '2021-07-04T11:00:00');;((24, 1), 19.7, 4.1, 25.1, '2021-07-04T03:00:00');;((24, 1), 25.7, 4.2);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-05 00:00:00;6660;4;((24, 1), 32.5, 3.9, 26.8, '2021-07-05T14:00:00');;((24, 1), 20.5, 3.9, 25.5, '2021-07-05T04:00:00');;((24, 1), 26.1, 3.9);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-06 00:00:00;6660;4;((24, 1), 32.4, 4.8, 27.4, '2021-07-06T13:00:00');;((24, 1), 19.9, 4.8, 26.3, '2021-07-06T04:00:00');;((24, 1), 26.9, 4.8);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-07 00:00:00;6660;4;((24, 1), 34.3, 4.5, 29.3, '2021-07-07T11:00:00');;((24, 1), 22.9, 4.3, 28.2, '2021-07-07T04:00:00');;((24, 1), 28.8, 4.4);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-08 00:00:00;6660;4;((24, 1), 36.9, 4.4, 30.9, '2021-07-08T10:00:00');;((24, 1), 22.7, 4.1, 29.1, '2021-07-08T04:00:00');;((24, 1), 30.0, 4.3);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-09 00:00:00;6660;4;((24, 1), 30.4, 2.7, 26.6, '2021-07-09T11:00:00');;((24, 1), 20.9, 2.6, 25.4, '2021-07-09T23:00:00');;((24, 1), 26.0, 2.6);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-10 00:00:00;6660;4;((24, 1), 32.9, 4.6, 27.3, '2021-07-10T11:00:00');;((24, 1), 20.1, 4.5, 26.0, '2021-07-10T03:00:00');;((24, 1), 26.6, 4.6);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-11 00:00:00;6660;4;((24, 1), 32.9, 4.4, 27.3, '2021-07-11T12:00:00');;((24, 1), 20.4, 4.4, 26.2, '2021-07-11T02:00:00');;((24, 1), 26.7, 4.4);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-12 00:00:00;6660;4;((24, 1), 32.4, 4.3, 27.6, '2021-07-12T10:00:00');;((24, 1), 20.7, 4.3, 26.3, '2021-07-12T02:00:00');;((24, 1), 26.9, 4.3);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-13 00:00:00;6660;4;((24, 1), 31.3, 3.5, 27.0, '2021-07-13T17:00:00');;((24, 1), 19.9, 3.5, 25.7, '2021-07-13T04:00:00');;((24, 1), 26.3, 3.5);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-14 00:00:00;6660;4;((24, 1), 28.8, 2.5, 25.5, '2021-07-14T11:00:00');;((24, 1), 19.5, 2.5, 24.3, '2021-07-14T23:00:00');;((24, 1), 24.9, 2.5);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-15 00:00:00;6660;4;((24, 1), 29.8, 4.2, 24.4, '2021-07-15T10:00:00');;((24, 1), 17.8, 4.0, 23.1, '2021-07-15T02:00:00');;((24, 1), 23.8, 4.2);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-16 00:00:00;6660;4;((24, 1), 28.0, 3.5, 22.8, '2021-07-16T09:00:00');;((24, 1), 18.1, 3.0, 21.6, '2021-07-16T16:00:00');;((24, 1), 22.2, 3.3);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-17 00:00:00;6660;4;((24, 1), 23.5, 1.5, 20.4, '2021-07-17T17:00:00');;((24, 1), 18.0, 1.2, 19.6, '2021-07-17T13:00:00');;((24, 1), 20.0, 1.4);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-18 00:00:00;6660;4;((24, 1), 29.6, 3.6, 24.9, '2021-07-18T13:00:00');;((24, 1), 19.3, 3.3, 23.8, '2021-07-18T00:00:00');;((24, 1), 24.3, 3.4);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-19 00:00:00;6660;4;((24, 1), 28.9, 3.0, 24.8, '2021-07-19T12:00:00');;((24, 1), 20.2, 2.6, 23.5, '2021-07-19T04:00:00');;((24, 1), 24.1, 2.8);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-20 00:00:00;6660;4;((24, 1), 33.0, 4.8, 26.0, '2021-07-20T12:00:00');;((24, 1), 19.2, 4.6, 24.8, '2021-07-20T04:00:00');;((24, 1), 25.4, 4.7);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-21 00:00:00;6660;4;((24, 1), 32.0, 4.0, 26.8, '2021-07-21T13:00:00');;((24, 1), 20.9, 4.0, 25.7, '2021-07-21T02:00:00');;((24, 1), 26.3, 4.0);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-22 00:00:00;6660;4;((24, 1), 30.0, 3.8, 25.5, '2021-07-22T15:00:00');;((24, 1), 19.4, 3.9, 24.4, '2021-07-22T03:00:00');;((24, 1), 25.0, 3.8);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-23 00:00:00;6660;4;((24, 1), 31.5, 4.3, 26.3, '2021-07-23T12:00:00');;((24, 1), 18.4, 4.4, 25.1, '2021-07-23T04:00:00');;((24, 1), 25.7, 4.4);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-24 00:00:00;6660;4;((24, 1), 34.1, 4.7, 28.1, '2021-07-24T14:00:00');;((24, 1), 21.1, 4.5, 26.8, '2021-07-24T01:00:00');;((24, 1), 27.4, 4.6);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-25 00:00:00;6660;4;((24, 1), 33.1, 2.8, 28.4, '2021-07-25T18:00:00');;((24, 1), 23.3, 2.6, 26.8, '2021-07-25T01:00:00');;((24, 1), 27.5, 2.7);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-26 00:00:00;6660;4;((24, 1), 33.8, 3.0, 28.4, '2021-07-26T17:00:00');;((24, 1), 23.8, 2.7, 27.2, '2021-07-26T02:00:00');;((24, 1), 27.7, 2.8);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-27 00:00:00;6660;4;((24, 1), 35.7, 3.6, 29.7, '2021-07-27T14:00:00');;((24, 1), 23.9, 3.5, 28.2, '2021-07-27T23:00:00');;((24, 1), 29.0, 3.6);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-28 00:00:00;6660;4;((24, 1), 37.1, 5.0, 30.6, '2021-07-28T16:00:00');;((24, 1), 21.7, 5.3, 28.8, '2021-07-28T04:00:00');;((24, 1), 29.7, 5.2);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-29 00:00:00;6660;4;((24, 1), 33.9, 4.5, 28.6, '2021-07-29T10:00:00');;((24, 1), 20.7, 4.7, 27.3, '2021-07-29T05:00:00');;((24, 1), 27.9, 4.6);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-30 00:00:00;6660;4;((24, 1), 36.2, 5.0, 30.0, '2021-07-30T11:00:00');;((24, 1), 22.2, 5.2, 28.7, '2021-07-30T00:00:00');;((24, 1), 29.3, 5.1);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-07-31 00:00:00;6660;4;((24, 1), 36.1, 5.0, 30.6, '2021-07-31T15:00:00');;((24, 1), 23.2, 5.1, 29.3, '2021-07-31T05:00:00');;((24, 1), 29.9, 5.0);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-01 00:00:00;6660;4;((24, 1), 39.2, 5.0, 32.4, '2021-08-01T14:00:00');;((24, 1), 22.8, 4.9, 30.7, '2021-08-01T02:00:00');;((24, 1), 31.5, 5.0);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-02 00:00:00;6660;4;((24, 1), 30.5, 3.3, 26.2, '2021-08-02T12:00:00');;((24, 1), 19.6, 3.5, 24.9, '2021-08-02T04:00:00');;((24, 1), 25.6, 3.4);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-03 00:00:00;6660;4;((24, 1), 30.1, 4.3, 25.2, '2021-08-03T14:00:00');;((24, 1), 18.3, 4.3, 24.1, '2021-08-03T02:00:00');;((24, 1), 24.7, 4.3);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-04 00:00:00;6660;4;((24, 1), 32.5, 3.8, 26.9, '2021-08-04T12:00:00');;((24, 1), 20.0, 3.8, 25.6, '2021-08-04T02:00:00');;((24, 1), 26.3, 3.8);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-05 00:00:00;6660;4;((24, 1), 33.2, 4.1, 27.5, '2021-08-05T16:00:00');;((24, 1), 20.7, 4.2, 25.8, '2021-08-05T05:00:00');;((24, 1), 26.6, 4.1);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-06 00:00:00;6660;4;((24, 1), 31.4, 3.8, 26.6, '2021-08-06T12:00:00');;((24, 1), 19.2, 4.2, 25.2, '2021-08-06T04:00:00');;((24, 1), 25.9, 4.0);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-07 00:00:00;6660;4;((24, 1), 32.5, 5.1, 26.6, '2021-08-07T12:00:00');;((24, 1), 18.3, 5.1, 25.4, '2021-08-07T03:00:00');;((24, 1), 26.0, 5.1);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-08 00:00:00;6660;4;((24, 1), 35.5, 5.4, 29.0, '2021-08-08T10:00:00');;((24, 1), 20.0, 5.4, 27.6, '2021-08-08T03:00:00');;((24, 1), 28.3, 5.4);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-09 00:00:00;6660;4;((24, 1), 34.3, 3.9, 29.0, '2021-08-09T12:00:00');;((24, 1), 22.2, 4.0, 27.8, '2021-08-09T05:00:00');;((24, 1), 28.4, 4.0);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-10 00:00:00;6660;4;((24, 1), 33.8, 3.9, 28.6, '2021-08-10T13:00:00');;((24, 1), 23.2, 3.8, 27.5, '2021-08-10T03:00:00');;((24, 1), 28.0, 3.8);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-11 00:00:00;6660;4;((24, 1), 34.1, 3.8, 29.2, '2021-08-11T11:00:00');;((24, 1), 23.0, 3.7, 28.0, '2021-08-11T23:00:00');;((24, 1), 28.6, 3.7);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-12 00:00:00;6660;4;((24, 1), 34.7, 4.9, 28.7, '2021-08-12T10:00:00');;((24, 1), 22.0, 4.9, 27.6, '2021-08-12T02:00:00');;((24, 1), 28.1, 4.9);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-13 00:00:00;6660;4;((24, 1), 34.7, 4.1, 28.7, '2021-08-13T12:00:00');;((24, 1), 22.0, 4.1, 27.4, '2021-08-13T03:00:00');;((24, 1), 28.0, 4.1);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-14 00:00:00;6660;4;((24, 1), 35.6, 4.5, 29.5, '2021-08-14T10:00:00');;((24, 1), 22.9, 4.4, 28.2, '2021-08-14T05:00:00');;((24, 1), 28.8, 4.4);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-15 00:00:00;6660;4;((24, 1), 37.8, 5.2, 31.1, '2021-08-15T12:00:00');;((24, 1), 24.1, 5.0, 29.6, '2021-08-15T23:00:00');;((24, 1), 30.3, 5.1);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-16 00:00:00;6660;4;((24, 1), 39.1, 4.4, 31.2, '2021-08-16T12:00:00');;((24, 1), 22.7, 4.2, 29.2, '2021-08-16T05:00:00');;((24, 1), 30.2, 4.4);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-17 00:00:00;6660;4;((24, 1), 31.2, 2.2, 28.4, '2021-08-17T12:00:00');;((24, 1), 22.5, 2.2, 27.1, '2021-08-17T23:00:00');;((24, 1), 27.8, 2.1);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-18 00:00:00;6660;4;((24, 1), 31.5, 3.7, 25.7, '2021-08-18T13:00:00');;((24, 1), 19.7, 3.6, 24.5, '2021-08-18T22:00:00');;((24, 1), 25.1, 3.6);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-19 00:00:00;6660;4;((24, 1), 30.5, 4.6, 24.4, '2021-08-19T11:00:00');;((24, 1), 17.8, 4.5, 23.2, '2021-08-19T05:00:00');;((24, 1), 23.8, 4.6);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-20 00:00:00;6660;4;((24, 1), 32.0, 4.7, 25.2, '2021-08-20T11:00:00');;((24, 1), 18.6, 4.5, 24.1, '2021-08-20T04:00:00');;((24, 1), 24.6, 4.6);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-21 00:00:00;6660;4;((24, 1), 34.3, 5.4, 26.5, '2021-08-21T13:00:00');;((24, 1), 19.0, 5.2, 25.1, '2021-08-21T04:00:00');;((24, 1), 25.8, 5.3);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-22 00:00:00;6660;4;((24, 1), 35.2, 5.5, 27.7, '2021-08-22T12:00:00');;((24, 1), 20.0, 5.3, 26.3, '2021-08-22T05:00:00');;((24, 1), 27.0, 5.4);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-23 00:00:00;6660;4;((24, 1), 32.5, 4.2, 26.6, '2021-08-23T11:00:00');;((24, 1), 20.2, 4.1, 25.2, '2021-08-23T23:00:00');;((24, 1), 25.9, 4.2);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-24 00:00:00;6660;4;((24, 1), 29.1, 2.9, 23.9, '2021-08-24T13:00:00');;((24, 1), 19.7, 2.6, 22.9, '2021-08-24T05:00:00');;((24, 1), 23.4, 2.7);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-25 00:00:00;6660;4;((24, 1), 26.8, 2.3, 22.5, '2021-08-25T12:00:00');;((24, 1), 18.6, 2.2, 21.5, '2021-08-25T07:00:00');;((24, 1), 22.0, 2.3);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-26 00:00:00;6660;4;((24, 1), 28.1, 3.5, 23.3, '2021-08-26T13:00:00');;((24, 1), 17.5, 3.4, 22.2, '2021-08-26T05:00:00');;((24, 1), 22.8, 3.4);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-27 00:00:00;6660;4;((24, 1), 29.1, 3.9, 22.8, '2021-08-27T11:00:00');;((24, 1), 18.4, 3.6, 21.6, '2021-08-27T23:00:00');;((24, 1), 22.2, 3.8);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-28 00:00:00;6660;4;((24, 1), 24.1, 2.2, 19.3, '2021-08-28T09:00:00');;((24, 1), 16.1, 1.9, 18.4, '2021-08-28T13:00:00');;((24, 1), 18.9, 2.1);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-29 00:00:00;6660;4;((24, 1), 25.6, 4.2, 19.8, '2021-08-29T13:00:00');;((24, 1), 14.0, 3.9, 18.5, '2021-08-29T05:00:00');;((24, 1), 19.1, 4.1);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-30 00:00:00;6660;4;((24, 1), 27.8, 5.5, 20.6, '2021-08-30T12:00:00');;((24, 1), 12.7, 5.3, 19.4, '2021-08-30T04:00:00');;((24, 1), 20.0, 5.4);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-08-31 00:00:00;6660;4;((24, 1), 28.3, 4.8, 21.5, '2021-08-31T11:00:00');;((24, 1), 15.0, 4.5, 20.2, '2021-08-31T03:00:00');;((24, 1), 20.9, 4.7);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-01 00:00:00;6660;4;((24, 1), 27.4, 4.2, 21.2, '2021-09-01T12:00:00');;((24, 1), 15.5, 3.9, 20.1, '2021-09-01T04:00:00');;((24, 1), 20.7, 4.1);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-02 00:00:00;6660;4;((24, 1), 26.7, 4.0, 21.3, '2021-09-02T13:00:00');;((24, 1), 15.6, 4.0, 20.2, '2021-09-02T05:00:00');;((24, 1), 20.8, 4.0);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-03 00:00:00;6660;4;((24, 1), 27.5, 4.4, 21.4, '2021-09-03T11:00:00');;((24, 1), 15.5, 4.1, 20.3, '2021-09-03T05:00:00');;((24, 1), 20.8, 4.3);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-04 00:00:00;6660;4;((24, 1), 27.3, 3.7, 21.5, '2021-09-04T10:00:00');;((24, 1), 16.0, 3.4, 20.5, '2021-09-04T05:00:00');;((24, 1), 21.0, 3.5);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-05 00:00:00;6660;4;((24, 1), 28.6, 3.9, 23.1, '2021-09-05T11:00:00');;((24, 1), 18.3, 3.6, 22.0, '2021-09-05T05:00:00');;((24, 1), 22.5, 3.7);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-06 00:00:00;6660;4;((24, 1), 29.3, 4.4, 22.7, '2021-09-06T12:00:00');;((24, 1), 17.0, 4.1, 21.5, '2021-09-06T05:00:00');;((24, 1), 22.1, 4.2);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-07 00:00:00;6660;4;((24, 1), 28.9, 4.5, 22.3, '2021-09-07T11:00:00');;((24, 1), 15.9, 4.3, 21.2, '2021-09-07T05:00:00');;((24, 1), 21.7, 4.4);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-08 00:00:00;6660;4;((24, 1), 29.5, 4.3, 22.7, '2021-09-08T12:00:00');;((24, 1), 17.0, 4.0, 21.4, '2021-09-08T05:00:00');;((24, 1), 22.1, 4.2);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-09 00:00:00;6660;4;((24, 1), 27.6, 4.2, 22.0, '2021-09-09T12:00:00');;((24, 1), 16.1, 4.2, 20.9, '2021-09-09T05:00:00');;((24, 1), 21.4, 4.2);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-10 00:00:00;6660;4;((24, 1), 28.8, 4.3, 22.4, '2021-09-10T12:00:00');;((24, 1), 16.7, 4.1, 21.2, '2021-09-10T04:00:00');;((24, 1), 21.8, 4.1);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-11 00:00:00;6660;4;((24, 1), 27.4, 3.6, 22.3, '2021-09-11T11:00:00');;((24, 1), 17.6, 3.2, 21.2, '2021-09-11T06:00:00');;((24, 1), 21.7, 3.4);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-12 00:00:00;6660;4;((24, 1), 30.0, 4.8, 23.0, '2021-09-12T13:00:00');;((24, 1), 16.3, 4.6, 21.8, '2021-09-12T05:00:00');;((24, 1), 22.4, 4.7);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-13 00:00:00;6660;4;((24, 1), 30.3, 4.7, 23.4, '2021-09-13T11:00:00');;((24, 1), 16.6, 4.6, 22.2, '2021-09-13T05:00:00');;((24, 1), 22.8, 4.6);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-14 00:00:00;6660;4;((24, 1), 32.0, 5.2, 24.7, '2021-09-14T11:00:00');;((24, 1), 17.9, 4.9, 23.4, '2021-09-14T05:00:00');;((24, 1), 24.0, 5.0);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-15 00:00:00;6660;4;((24, 1), 31.9, 4.0, 25.8, '2021-09-15T11:00:00');;((24, 1), 19.9, 3.7, 24.6, '2021-09-15T04:00:00');;((24, 1), 25.2, 3.9);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-16 00:00:00;6660;4;((24, 1), 30.4, 3.4, 25.4, '2021-09-16T11:00:00');;((24, 1), 19.1, 3.3, 24.0, '2021-09-16T23:00:00');;((24, 1), 24.7, 3.4);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-17 00:00:00;6660;4;((24, 1), 30.7, 3.7, 25.1, '2021-09-17T13:00:00');;((24, 1), 18.9, 3.4, 23.6, '2021-09-17T00:00:00');;((24, 1), 24.4, 3.6);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-18 00:00:00;6660;4;((24, 1), 29.3, 4.1, 23.2, '2021-09-18T13:00:00');;((24, 1), 16.8, 3.8, 21.9, '2021-09-18T03:00:00');;((24, 1), 22.6, 3.9);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-19 00:00:00;6660;4;((24, 1), 29.9, 4.0, 23.7, '2021-09-19T11:00:00');;((24, 1), 16.6, 3.8, 22.4, '2021-09-19T05:00:00');;((24, 1), 23.0, 3.9);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-20 00:00:00;6660;4;((24, 1), 28.4, 2.8, 23.2, '2021-09-20T10:00:00');;((24, 1), 17.4, 2.6, 21.9, '2021-09-20T23:00:00');;((24, 1), 22.5, 2.7);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-21 00:00:00;6660;4;((24, 1), 24.1, 2.3, 20.0, '2021-09-21T08:00:00');;((24, 1), 16.6, 1.9, 19.1, '2021-09-21T23:00:00');;((24, 1), 19.5, 2.0);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-22 00:00:00;6660;4;((24, 1), 25.0, 4.0, 19.0, '2021-09-22T12:00:00');;((24, 1), 13.8, 3.8, 17.8, '2021-09-22T23:00:00');;((24, 1), 18.4, 3.9);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-23 00:00:00;6660;4;((24, 1), 25.5, 4.5, 18.4, '2021-09-23T13:00:00');;((24, 1), 12.4, 4.2, 17.2, '2021-09-23T06:00:00');;((24, 1), 17.8, 4.3);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-24 00:00:00;6660;4;((24, 1), 28.5, 5.9, 20.5, '2021-09-24T12:00:00');;((24, 1), 12.4, 5.7, 19.2, '2021-09-24T02:00:00');;((24, 1), 19.9, 5.8);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-25 00:00:00;6660;4;((24, 1), 27.9, 4.4, 21.9, '2021-09-25T11:00:00');;((24, 1), 16.3, 4.2, 20.8, '2021-09-25T00:00:00');;((24, 1), 21.4, 4.3);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-26 00:00:00;6660;4;((24, 1), 29.1, 4.1, 22.7, '2021-09-26T11:00:00');;((24, 1), 16.8, 3.9, 21.5, '2021-09-26T05:00:00');;((24, 1), 22.1, 4.0);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-27 00:00:00;6660;4;((24, 1), 27.5, 3.4, 21.9, '2021-09-27T12:00:00');;((24, 1), 16.6, 3.1, 20.9, '2021-09-27T03:00:00');;((24, 1), 21.4, 3.2);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-28 00:00:00;6660;4;((24, 1), 28.1, 3.2, 22.8, '2021-09-28T12:00:00');;((24, 1), 17.8, 2.9, 21.9, '2021-09-28T23:00:00');;((24, 1), 22.3, 3.0);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-29 00:00:00;6660;4;((24, 1), 28.5, 4.1, 21.7, '2021-09-29T12:00:00');;((24, 1), 16.3, 3.9, 20.6, '2021-09-29T04:00:00');;((24, 1), 21.1, 4.0);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-09-30 00:00:00;6660;4;((24, 1), 27.0, 3.3, 21.4, '2021-09-30T12:00:00');;((24, 1), 16.0, 3.0, 20.2, '2021-09-30T04:00:00');;((24, 1), 20.8, 3.1);;;;;;;;;;;;;;;;;;;;;;;;;;;;
